country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs,offsetabs
BE,PY,10270.6962,13.4919,4.4886,2.5883,37015.9527,37015.9527,2.5883
NO,LA,8312.0588,13.1458,2.8332,2.5883,68459.3246,68459.3246,2.5883
TW,LR,13676.8387,13.2719,3.434,2.5879,22142.6293,22142.6293,2.5879
BB,BO,3308.4912,12.5549,0,2.5872,12991.9365,12991.9365,2.5872
NO,IN,6961.5016,18.7782,5.0304,-2.5848,69103.0895,69103.0895,2.5848
KH,SV,16708.5291,12.7889,1.0986,2.5827,-2953.6773,2953.6773,2.5827
AT,CR,9824.362,12.995,2.0794,2.5816,32351.8771,32351.8771,2.5816
TW,NP,3702.64,17.7228,0,-2.5808,21868.4675,21868.4675,2.5808
EC,AM,12907.5407,12.5695,0,2.5726,2362.8321,2362.8321,2.5726
DK,UA,1702.8682,18.3036,2.8332,-2.5694,51231.9362,51231.9362,2.5694
BR,HN,4994.8567,18.1442,2.0794,-2.5676,6288.7909,6288.7909,2.5676
GB,BZ,8133.4962,12.8052,1.0986,2.5665,35088.8225,35088.8225,2.5665
FI,EC,10911.7548,13.5361,4.5951,2.5664,37121.2634,37121.2634,2.5664
CH,BO,10004.7341,13.7219,5.4806,2.5655,75707.6946,75707.6946,2.5655
LB,PY,11807.858,12.5767,0,2.5653,3833.8,3833.8,2.5653
AU,MN,8566.3117,13.8109,5.9026,2.5648,46241.3678,46241.3678,2.5648
CY,SL,5460.8985,12.5784,0,2.5637,22828.1523,22828.1523,2.5637
OM,SL,7364.2989,13.3104,3.4965,2.5624,14486.3085,14486.3085,2.5624
ER,UG,1741.5057,17.9299,1.0986,-2.5583,207.6912,207.6912,2.5583
IT,BF,3568.5325,18.3012,2.8904,-2.555,29877.5377,29877.5377,2.555
HU,PY,11040.7494,13.2024,2.9444,2.555,8584.6428,8584.6428,2.555
PL,TL,11917.6717,12.7337,0.69315,2.5533,10270.4171,10270.4171,2.5533
TR,PH,8815.3535,18.4763,3.7377,-2.5531,7836.5374,7836.5374,2.5531
MD,BO,11477.6965,12.5899,0,2.5522,-1204.7546,1204.7546,2.5522
EG,MX,12493.6361,18.1746,2.3026,-2.5513,-4686.8162,4686.8162,2.5513
TR,BF,4683.7945,18.0289,1.6094,-2.5504,10137.8789,10137.8789,2.5504
QA,PE,14069.4855,12.93,1.6094,2.5485,53285.2099,53285.2099,2.5485
HU,PK,4613.3342,18.3056,2.9444,-2.5481,11196.6545,11196.6545,2.5481
OM,LR,7199.6907,12.8837,1.3863,2.5481,14526.9872,14526.9872,2.5481
HU,SV,10221.5483,13.2984,3.3673,2.5475,8441.2629,8441.2629,2.5475
KE,UA,5421.1744,18.1224,2.0794,-2.5458,-730.3683,730.3683,2.5458
VU,PH,5880.8115,13.6021,4.8122,2.5457,-90.5055,90.5055,2.5457
MY,SV,17681.1614,13.3581,3.6376,2.5442,5278.9838,5278.9838,2.5442
NL,NI,8915.5009,14.0907,7.1428,2.5442,43143.3979,43143.3979,2.5442
CY,CO,11305.9277,13.0067,1.9459,2.5421,17518.5964,17518.5964,2.5421
ES,BF,3145.8061,18.2873,2.8904,-2.5411,25878.7613,25878.7613,2.5411
BR,MG,10397.7252,17.6829,0,-2.5408,8248.6296,8248.6296,2.5408
HU,CR,10195.4941,13.0363,2.0794,2.5403,840.2093,840.2093,2.5403
TT,SL,5421.4434,12.7469,0.69315,2.54,14881.0493,14881.0493,2.54
CZ,SV,9837.7175,13.4479,4.0431,2.5391,14042.9651,14042.9651,2.5391
CU,KG,12486.9995,13.0118,1.9459,2.5369,6525.2238,6525.2238,2.5369
EE,RW,6744.9403,12.7509,0.69315,2.536,16871.8518,16871.8518,2.536
MT,TG,3333.7526,12.6084,0,2.5337,24479.7089,24479.7089,2.5337
VU,MX,10734.3219,12.6092,0,2.5328,-5340.7398,5340.7398,2.5328
AU,HT,17245.8595,13.6876,5.1591,2.5327,49188.2241,49188.2241,2.5327
PT,TR,3709.8476,17.904,1.0986,-2.5323,9025.6989,9025.6989,2.5323
ID,ZM,9562.2638,17.6737,0,-2.5317,2391.907,2391.907,2.5317
TH,UA,7212.7032,17.9027,1.0986,-2.5311,3722.1854,3722.1854,2.5311
BE,NI,8884.8121,13.6923,5.1705,2.5304,38944.7752,38944.7752,2.5304
AL,EC,10840.3047,12.9018,1.3863,2.53,-1822.0879,1822.0879,2.53
BH,TG,5588.6751,12.7573,0.69315,2.5296,21775.7054,21775.7054,2.5296
IT,TL,12576.0968,13.0942,2.3026,2.5291,28425.2682,28425.2682,2.5291
FR,CI,4365.5009,18.2365,2.7081,-2.5285,35328.7711,35328.7711,2.5285
GB,IQ,4365.0792,18.6688,4.7791,-2.5279,35289.7877,35289.7877,2.5279
CL,TJ,16728.665,13.2339,2.9444,2.5235,12997.0822,12997.0822,2.5235
CH,EG,2975.3885,18.3208,3.1355,-2.5234,75298.1606,75298.1606,2.5234
UA,UG,5227.954,18.0396,1.7918,-2.5231,1570.4192,1570.4192,2.5231
GD,EC,2410.1673,12.6205,0,2.5215,3500.235,3500.235,2.5215
PA,EC,1188.4464,17.6614,0,-2.5193,7711.2519,7711.2519,2.5193
TH,US,13871.4811,18.566,4.3307,-2.5188,-51558.8737,51558.8737,2.5188
DE,TH,8677.0789,18.1411,2.3026,-2.5178,36028.1451,36028.1451,2.5178
SI,GT,9873.2277,12.7693,0.69315,2.5177,17157.826,17157.826,2.5177
AE,BO,13471.6151,13.2287,2.8904,2.5174,34517.2514,34517.2514,2.5174
SG,SN,12999.4708,13.1449,2.4849,2.5165,52002.6404,52002.6404,2.5165
DE,IL,3002.4759,18.1771,2.4849,-2.5157,4643.4464,4643.4464,2.5157
KR,EG,8874.0718,17.947,1.3863,-2.5152,24024.316,24024.316,2.5152
BR,UG,9422.0525,18.3907,3.5264,-2.5116,8034.6397,8034.6397,2.5116
RS,SV,10467.0849,12.9207,1.3863,2.511,1124.7095,1124.7095,2.511
BR,ML,6335.8094,18.349,3.3322,-2.5106,7869.4414,7869.4414,2.5106
OM,PE,14602.7816,13.3989,3.6636,2.5088,8936.7078,8936.7078,2.5088
KG,HN,13445.4249,12.6334,0,2.5087,-1284.1214,1284.1214,2.5087
BE,NG,4622.1636,18.4085,3.6376,-2.5062,38918.1721,38918.1721,2.5062
IR,GH,6243.2369,17.8776,1.0986,-2.5059,3444.119,3444.119,2.5059
JP,BZ,12310.2102,12.6363,0,2.5058,34083.9018,34083.9018,2.5058
FI,MN,4975.7442,13.4179,3.7377,2.5053,39403.7958,39403.7958,2.5053
NL,PY,10420.9576,13.868,5.8889,2.5048,41214.5754,41214.5754,2.5048
LA,AL,7945.242,12.6376,0,2.5045,-1793.7434,1793.7434,2.5045
PH,YE,7862.8952,17.6463,0,-2.5042,1960.7372,1960.7372,2.5042
MY,AF,4842.5055,17.6461,0,-2.5041,8940.7897,8940.7897,2.5041
CA,BR,9304.5318,18.2818,3.0445,-2.5035,33507.9795,33507.9795,2.5035
OM,TR,2763.9068,17.6453,0,-2.5033,4194.7486,4194.7486,2.5033
DK,KH,9182.9382,13.8844,5.9584,2.503,52147.757,52147.757,2.503
SK,BO,10880.1556,13.121,2.3026,2.5023,13391.0316,13391.0316,2.5023
CN,SL,11715.6192,18.1235,2.3026,-2.5002,7627.1314,7627.1314,2.5002
RU,UG,8982.4879,18.1225,2.3026,-2.4993,8133.0557,8133.0557,2.4993
MY,CR,18338.1119,13.018,1.7918,2.4985,-2322.0697,2322.0697,2.4985
RU,KH,5443.9824,18.1563,2.4849,-2.4949,7478.4573,7478.4573,2.4949
NL,US,7506.0859,18.3964,3.6376,-2.4941,-12172.0071,12172.0071,2.4941
PT,LS,8550.3997,12.6483,0,2.4938,18815.1739,18815.1739,2.4938
CU,NI,1243.8454,17.6358,0,-2.4937,5450.878,5450.878,2.4937
NO,CL,12895.9945,13.242,2.8332,2.4922,57019.5514,57019.5514,2.4922
IT,YE,4510.2489,18.2244,2.8332,-2.4902,29536.9334,29536.9334,2.4902
QA,TR,2124.6655,17.628,0,-2.486,48543.2507,48543.2507,2.486
KW,EC,13519.7951,12.8029,0.69315,2.484,23006.4159,23006.4159,2.484
LU,NP,6807.9103,12.8064,0.69315,2.4805,102101.789,102101.789,2.4805
NO,CG,6779.1535,13.2771,2.9444,2.4804,69284.2326,69284.2326,2.4804
CZ,IQ,2956.345,17.6212,0,-2.4792,13656.949,13656.949,2.4792
BR,CR,4408.2971,17.7649,0.69315,-2.478,-3174.6896,3174.6896,2.478
CZ,PY,10902.061,13.3007,3.0445,2.4776,14186.345,14186.345,2.4776
QA,SL,6895.3117,12.8986,1.0986,2.473,58834.8105,58834.8105,2.473
TW,BO,19064.3076,13.4662,3.8067,2.4714,19493.0439,19493.0439,2.4714
CN,EC,16223.1374,18.2679,3.1355,-2.4705,2154.1967,2154.1967,2.4705
PT,SV,8246.0451,13.7782,5.2883,2.4691,15589.7237,15589.7237,2.4691
HU,IQ,2554.8785,17.8401,1.0986,-2.4684,8055.2467,8055.2467,2.4684
HU,NI,10039.7011,13.3031,2.9957,2.4651,10513.4654,10513.4654,2.4651
RO,AZ,1939.3655,17.7502,0.69315,-2.4633,5597.1942,5597.1942,2.4633
IT,ML,3127.1513,18.5297,4.4308,-2.4616,29746.7611,29746.7611,2.4616
CA,AM,8983.2508,14.0895,6.7393,2.4611,38551.7759,38551.7759,2.4611
LR,ML,1372.2615,17.6017,0,-2.4597,-325.1364,325.1364,2.4597
GT,AM,12272.5196,12.6824,0,2.4597,540.5921,540.5921,2.4597
CR,TG,9257.5465,12.9741,1.3863,2.4577,11246.1764,11246.1764,2.4577
BE,SV,9062.9565,13.6838,4.7791,2.4571,36872.5727,36872.5727,2.4571
NZ,UG,14235.2134,13.7755,5.2095,2.4553,38811.3147,38811.3147,2.4553
CY,KH,7540.1617,12.6898,0,2.4523,22054.2945,22054.2945,2.4523
MT,VN,9439.0054,13.0272,1.6094,2.4512,22872.4803,22872.4803,2.4512
TZ,BF,4529.6358,17.7376,0.69315,-2.4507,229.4633,229.4633,2.4507
UZ,UG,5499.8984,17.5924,0,-2.4504,1495.3391,1495.3391,2.4504
CO,SV,1900.962,18.2631,3.2189,-2.4483,1582.0208,1582.0208,2.4483
IS,CD,8359.1347,12.839,0.69315,2.4479,59532.4373,59532.4373,2.4479
FR,ID,11721.534,18.6608,5.1299,-2.4466,33284.6734,33284.6734,2.4466
MO,VN,1062.2546,17.7334,0.69315,-2.4464,71001.2699,71001.2699,2.4464
RS,NI,10269.0225,12.9278,1.0986,2.4439,3196.912,3196.912,2.4439
NZ,KE,13735.6556,14.0023,6.2364,2.4431,37971.2637,37971.2637,2.4431
JP,UA,8172.3489,18.2649,3.2581,-2.4419,36708.7397,36708.7397,2.4419
PL,AZ,2531.6124,17.8725,1.3863,-2.4408,8495.4806,8495.4806,2.4408
HU,AL,670.2837,17.9563,1.7918,-2.4397,8517.9512,8517.9512,2.4397
SE,MN,5404.6499,13.8415,5.4467,2.4389,47913.4172,47913.4172,2.4389
DK,TR,2694.2308,17.9551,1.7918,-2.4386,42630.0549,42630.0549,2.4386
NL,CR,9088.4518,13.8163,5.323,2.4383,33470.1419,33470.1419,2.4383
DK,EC,10034.0126,13.7458,4.9628,2.4334,47448.6801,47448.6801,2.4334
SG,CO,19324.0621,13.5016,3.7842,2.4313,47155.1089,47155.1089,2.4313
SG,BJ,11244.5178,13.086,1.7918,2.4305,52171.2738,52171.2738,2.4305
CH,HN,9114.4424,13.7304,4.8675,2.429,76451.4931,76451.4931,2.429
SK,NG,4520.8427,17.7155,0.69315,-2.4286,14318.0025,14318.0025,2.4286
MX,CD,13667.2671,17.8,1.0986,-2.4284,7756.8009,7756.8009,2.4284
MN,PE,15824.7046,12.8587,0.69315,2.4282,-2359.1984,2359.1984,2.4282
DO,KG,12432.7964,12.9457,1.0986,2.4259,5645.1874,5645.1874,2.4259
ID,BZ,16958.6466,12.7164,0,2.4256,-1240.271,1240.271,2.4256
MY,NI,17957.2275,13.296,2.7726,2.4255,7351.1863,7351.1863,2.4255
BG,BO,11153.8655,13.3436,2.9957,2.4246,4245.8397,4245.8397,2.4246
TT,PH,17373.2641,13.0546,1.6094,2.4238,12426.0269,12426.0269,2.4238
LK,SV,17349.5506,13.0101,1.3863,2.4216,-388.1898,388.1898,2.4216
KW,LR,6464.7877,13.0112,1.3863,2.4206,28520.0293,28520.0293,2.4206
JO,AZ,1476.2503,17.5617,0,-2.4196,211.0011,211.0011,2.4196
US,PA,3513.4986,18.4751,4.382,-2.4172,43786.5511,43786.5511,2.4172
IT,TZ,5823.3893,18.4137,4.0943,-2.416,29648.0744,29648.0744,2.416
IT,JO,2454.0565,18.371,3.8918,-2.4155,26439.3307,26439.3307,2.4155
CZ,NI,9666.2995,13.4519,3.4657,2.4145,16115.1676,16115.1676,2.4145
PT,PY,8717.4713,13.7253,4.7707,2.4139,15733.1036,15733.1036,2.4139
VE,BO,2547.1679,17.7853,1.0986,-2.4137,6153.0439,6153.0439,2.4137
SD,PH,9855.8376,17.5555,0,-2.4135,-536.0338,536.0338,2.4135
EE,BJ,5808.1564,12.9582,1.0986,2.4135,16785.247,16785.247,2.4135
IE,IN,8002.0003,18.4077,4.0775,-2.4134,59897.095,59897.095,2.4134
LA,SL,12167.0041,12.7298,0,2.4122,1857.1034,1857.1034,2.4122
SI,PE,10743.7809,13.2506,2.4849,2.4108,15258.9201,15258.9201,2.4108
QA,YE,1124.697,17.8416,1.3863,-2.4098,58340.5252,58340.5252,2.4098
AT,MN,6344.398,13.3968,3.1781,2.4094,40490.0635,40490.0635,2.4094
IE,HN,7864.0493,13.4636,3.4965,2.4092,59245.3253,59245.3253,2.4092
CA,BZ,4583.5736,13.3595,2.9957,2.4087,37347.3621,37347.3621,2.4087
CN,TL,5461.8923,17.8868,1.6094,-2.4083,6021.1809,6021.1809,2.4083
JP,LA,3921.1175,17.8377,1.3863,-2.4059,36541.3149,36541.3149,2.4059
EE,IN,6008.5673,17.6926,0.69315,-2.4057,15865.2994,15865.2994,2.4057
ZA,VN,10362.1817,17.6923,0.69315,-2.4054,3087.9036,3087.9036,2.4054
IR,MG,5738.6924,17.9212,1.7918,-2.4047,4556.2611,4556.2611,2.4047
NL,MN,6571.0125,13.9922,5.9865,2.401,41608.3283,41608.3283,2.401
KE,VN,7893.5003,18.0936,2.6391,-2.4,-730.3305,730.3305,2.4
KR,NG,11924.0321,18.0207,2.3026,-2.3974,25360.821,25360.821,2.3974
NO,PE,10541.7696,14.2184,7.0501,2.3971,64766.8273,64766.8273,2.3971
LU,UG,5929.2848,13.4415,3.3322,2.397,102216.0127,102216.0127,2.397
SZ,MZ,967.9138,17.5371,0,-2.3951,2393.0846,2393.0846,2.3951
CN,HN,14231.9941,17.9431,1.9459,-2.3943,5762.0233,5762.0233,2.3943
LU,VN,9664.2329,13.2684,2.4849,2.393,100645.6312,100645.6312,2.393
IN,LR,9590.0983,18.0116,2.3026,-2.3884,1254.0172,1254.0172,2.3884
ET,TG,4355.8414,17.5304,0,-2.3883,128.2961,128.2961,2.3883
IT,GH,4001.9559,18.4858,4.585,-2.3855,29013.8072,29013.8072,2.3855
DK,LR,5786.4519,13.5794,3.9318,2.3844,52962.2935,52962.2935,2.3844
HR,NG,4053.6772,17.67,0.69315,-2.3831,9912.6814,9912.6814,2.3831
IL,HN,11893.7941,13.2188,2.1972,2.3825,34931.4546,34931.4546,2.3825
IL,BO,11718.6919,13.4264,3.1781,2.3799,34187.6561,34187.6561,2.3799
DK,LA,8363.5843,13.2244,2.1972,2.3768,51064.5114,51064.5114,2.3768
AE,EC,14323.0789,13.5149,3.5835,2.3761,31653.2233,31653.2233,2.3761
ZA,RW,3265.1085,17.9507,2.0794,-2.374,4570.7583,4570.7583,2.374
AF,KE,4889.559,18.0675,2.6391,-2.3739,-893.581,893.581,2.3739
NO,SL,6023.4756,13.8801,5.3132,2.3724,70316.428,70316.428,2.3724
MM,KE,6739.2486,17.8485,1.6094,-2.3701,-180.3422,180.3422,2.3701
AU,DO,17446.7359,13.646,4.1589,2.3653,43205.596,43205.596,2.3653
DM,HT,1224.5845,13.1843,1.9459,2.3644,6404.8592,6404.8592,2.3644
ZA,TH,9801.1068,17.5064,0,-2.3643,-634.3196,634.3196,2.3643
TH,TZ,7682.4476,17.9874,2.3026,-2.3642,5028.7196,5028.7196,2.3642
TR,BJ,4645.3239,17.5059,0,-2.3639,9998.1689,9998.1689,2.3639
TR,TJ,3096.9093,18.0979,2.8332,-2.3638,9991.7655,9991.7655,2.3638
IN,EC,16774.6195,18.1607,3.1355,-2.3633,-4259.5962,4259.5962,2.3633
IE,LA,9534.3109,12.7795,0,2.3626,59253.3301,59253.3301,2.3626
SE,HN,9344.491,13.8485,5.1059,2.3607,49238.7113,49238.7113,2.3607
FI,TR,2633.7545,17.9585,2.1972,-2.3572,32302.6382,32302.6382,2.3572
NZ,YE,14166.0558,13.3771,2.8332,2.3571,38436.2887,38436.2887,2.3571
SG,MM,2439.6816,17.724,1.0986,-2.3523,51685.6966,51685.6966,2.3523
NZ,MW,12756.8614,13.1648,1.7918,2.3517,39125.8287,39125.8287,2.3517
BJ,PK,7287.832,17.4931,0,-2.351,-678.7525,678.7525,2.351
SE,LR,6420.2415,13.9185,5.3936,2.3508,51144.4981,51144.4981,2.3508
MD,MN,5471.9998,12.7914,0,2.3506,-1786.2502,1786.2502,2.3506
TZ,ML,5031.4987,17.4918,0,-2.3498,98.6867,98.6867,2.3498
ZA,YE,5812.1417,17.6366,0.69315,-2.3497,4283.2591,4283.2591,2.3497
VN,MG,7651.7146,17.4897,0,-2.3476,1784.3714,1784.3714,2.3476
IE,AM,4209.1387,13.5772,3.7377,2.346,58000.3309,58000.3309,2.346
NA,EC,10610.456,12.7963,0,2.3457,-1828.5222,1828.5222,2.3457
PA,GT,1304.7,17.4867,0,-2.3447,9533.4919,9533.4919,2.3447
GR,US,9408.8756,17.4849,0,-2.3428,-39362.8178,39362.8178,2.3428
GB,CI,5322.6348,17.821,1.6094,-2.3426,38373.1912,38373.1912,2.3426
CR,RW,12632.8275,12.8014,0,2.3406,11121.8025,11121.8025,2.3406
TR,RW,4581.3983,17.6254,0.69315,-2.3385,10084.7737,10084.7737,2.3385
UG,TL,10408.6598,13.0936,1.3863,2.3382,-1486.6912,1486.6912,2.3382
MA,KE,5901.3079,17.7092,1.0986,-2.3375,1377.07,1377.07,2.3375
GR,JO,1615.9112,17.4769,0,-2.3349,14016.0318,14016.0318,2.3349
BR,AF,13603.4619,17.4762,0,-2.3342,8088.1697,8088.1697,2.3342
NZ,SO,13561.3963,12.8086,0,2.3335,38992.4147,38992.4147,2.3335
IS,IQ,5425.4445,12.9538,0.69315,2.3331,55367.3419,55367.3419,2.3331
OM,CL,14715.932,12.8102,0,2.3318,1189.4319,1189.4319,2.3318
SG,MN,5060.5277,13.4043,2.8332,2.3298,49274.2625,49274.2625,2.3298
SE,PA,9701.1206,12.9587,0.69315,2.3282,37919.6329,37919.6329,2.3282
EC,GT,2364.2664,17.6993,1.0986,-2.3276,1822.24,1822.24,2.3276
MN,PK,3472.1938,17.6974,1.0986,-2.3257,2218.2588,2218.2588,2.3257
SK,MN,5955.5167,13.0463,1.0986,2.3254,12809.536,12809.536,2.3254
PL,MM,7215.6406,17.4673,0,-2.3253,11097.3995,11097.3995,2.3253
CZ,PK,4936.6205,18.2431,3.7136,-2.3249,16798.3567,16798.3567,2.3249
FI,SL,6679.0693,13.7224,4.3307,2.3248,42594.198,42594.198,2.3248
AU,CG,12783.7461,13.5368,3.434,2.323,48399.5747,48399.5747,2.323
ZA,GH,4986.2454,17.9654,2.3979,-2.3222,3760.1328,3760.1328,2.3222
VN,UG,8459.1959,17.7998,1.6094,-2.3214,1570.3815,1570.3815,2.3214
IL,YE,2212.58,17.69,1.0986,-2.3184,36302.2775,36302.2775,2.3184
ET,TJ,4505.8231,17.601,0.69315,-2.3141,-89.0861,89.0861,2.3141
MT,MM,7871.5648,12.8292,0,2.3129,23783.153,23783.153,2.3129
NL,NG,4796.8678,18.7396,6.1612,-2.3098,43116.7948,43116.7948,2.3098
AT,PA,9705.3137,12.8337,0,2.3083,30496.2792,30496.2792,2.3083
EG,TJ,3973.6962,17.7845,1.6094,-2.3061,2718.6462,2718.6462,2.3061
JP,IQ,8267.0444,18.0515,2.8904,-2.3053,34284.867,34284.867,2.3053
NA,KH,10198.7076,12.8368,0,2.3053,2870.5547,2870.5547,2.3053
ID,ZW,9428.7843,17.6749,1.0986,-2.3032,2561.6976,2561.6976,2.3032
ES,BA,1801.1937,17.7344,1.3863,-2.3026,21819.7735,21819.7735,2.3026
SG,ML,11845.362,13.4858,3.091,2.3023,52180.2071,52180.2071,2.3023
CH,KH,9497.4533,14.196,6.4877,2.302,77542.7434,77542.7434,2.302
SV,RW,13162.5854,12.9864,0.69315,2.3005,3520.749,3520.749,2.3005
KR,LA,3042.7263,17.4374,0,-2.2954,25185.6533,25185.6533,2.2954
BR,ZM,8571.8604,17.6633,1.0986,-2.2916,7471.5606,7471.5606,2.2916
TW,CR,15427.328,13.0824,1.0986,2.2892,10773.3619,10773.3619,2.2892
AR,ID,15648.3645,17.6605,1.0986,-2.2888,8878.922,8878.922,2.2888
NA,CD,2132.8904,17.5748,0.69315,-2.2879,3695.9566,3695.9566,2.2879
PT,NI,7992.6511,13.8094,4.5643,2.2866,17661.9262,17661.9262,2.2866
PA,TG,8951.7148,12.8556,0,2.2865,13101.7743,13101.7743,2.2865
MY,PY,17016.6764,13.493,3.0445,2.2853,5422.3638,5422.3638,2.2853
LV,ZW,8449.8472,13.0023,0.69315,2.2846,13109.4666,13109.4666,2.2846
MX,UA,10779.2619,17.7155,1.3863,-2.2837,6015.5782,6015.5782,2.2837
GB,CD,6998.9276,18.4742,5.0304,-2.2808,39454.8831,39454.8831,2.2808
GR,NI,10526.2554,13.2988,2.0794,2.2778,15952.5873,15952.5873,2.2778
PH,TZ,9829.6703,17.9002,2.3026,-2.2769,2071.8781,2071.8781,2.2769
KR,MX,11542.8863,17.7084,1.3863,-2.2767,19337.4999,19337.4999,2.2767
MA,TG,2703.3879,17.4187,0,-2.2767,2253.9681,2253.9681,2.2767
GT,LA,15815.1126,13.0127,0.69315,2.2742,1793.5913,1793.5913,2.2742
SA,CM,3939.7695,17.702,1.3863,-2.2702,18995.9995,18995.9995,2.2702
BO,KH,18717.7561,13.1018,1.0986,2.2698,1835.0489,1835.0489,2.2698
AT,BO,10476.9669,13.6736,3.8286,2.2687,41071.5591,41071.5591,2.2687
ES,GH,3625.8345,18.4171,4.8203,-2.2677,25015.0308,25015.0308,2.2677
EC,KG,14865.7619,13.0192,0.69315,2.2677,4891.948,4891.948,2.2677
TW,LS,11528.4164,12.8748,0,2.2673,21599.8656,21599.8656,2.2673
AU,BJ,14598.8606,14.0232,5.4931,2.2669,49138.3791,49138.3791,2.2669
GB,ID,11765.2268,18.6343,5.8749,-2.2644,36329.0935,36329.0935,2.2644
NZ,ZM,13116.1873,13.0227,0.69315,2.2642,38248.2356,38248.2356,2.2642
RS,PY,11003.1235,12.8791,0,2.2629,1268.0894,1268.0894,2.2629
TW,LA,1952.3158,17.547,0.69315,-2.26,20244.8471,20244.8471,2.26
JO,SV,12352.5982,12.882,0,2.26,-135.6471,135.6471,2.26
NO,TG,5800.7385,13.9835,5.2679,2.2595,70234.0157,70234.0157,2.2595
FI,KH,8214.7689,14.0651,5.656,2.259,41820.3403,41820.3403,2.259
NO,GT,8951.8988,13.8951,4.8283,2.2561,66665.7333,66665.7333,2.2561
LU,AZ,3383.5639,13.1166,1.0986,2.2551,98954.3851,98954.3851,2.2551
ID,CM,11294.2876,17.6863,1.3863,-2.2545,2537.6462,2537.6462,2.2545
CH,PA,9241.4631,12.8878,0,2.2542,65132.4147,65132.4147,2.2542
KW,MN,5178.2296,13.0336,0.69315,2.2533,25288.9483,25288.9483,2.2533
BR,KE,9988.7353,18.4292,4.9488,-2.2529,7194.5887,7194.5887,2.2529
KW,AF,1979.4154,17.3947,0,-2.2527,28413.6213,28413.6213,2.2527
AU,EC,15441.2458,14.3211,6.8501,2.2526,43958.8354,43958.8354,2.2526
JO,NI,12113.3194,12.89,0,2.2521,1936.5555,1936.5555,2.2521
BR,VN,17881.0157,17.9133,2.4849,-2.2519,6464.2582,6464.2582,2.2519
GT,PE,3243.2169,17.7294,1.6094,-2.251,-1898.9059,1898.9059,2.251
BR,MZ,9244.5235,18.0647,3.2189,-2.2499,8267.8792,8267.8792,2.2499
NO,RW,7181.813,14.0054,5.323,2.2492,70109.6418,70109.6418,2.2492
NP,KE,5839.9992,17.5335,0.69315,-2.2466,-725.8273,725.8273,2.2466
BH,CO,13186.4112,12.8962,0,2.2459,16548.5617,16548.5617,2.2459
UA,PH,8985.3372,17.8689,2.3026,-2.2456,-765.3439,765.3439,2.2456
FI,CG,6961.6013,13.2728,1.7918,2.2437,41562.0027,41562.0027,2.2437
DE,MX,9447.5598,18.5873,5.7557,-2.2423,33734.7523,33734.7523,2.2423
PL,JO,2753.9493,17.6723,1.3863,-2.2405,8284.4795,8284.4795,2.2405
GB,BA,1969.9247,17.9012,2.4849,-2.2398,35190.6701,35190.6701,2.2398
LU,MM,8153.4197,13.0471,0.69315,2.2398,101556.3039,101556.3039,2.2398
IN,BO,16044.479,17.841,2.1972,-2.2397,-1395.5682,1395.5682,2.2397
RO,LB,1630.8475,17.6111,1.0986,-2.2394,1560.1259,1560.1259,2.2394
CH,LA,8726.1449,13.5185,2.9444,2.2389,76459.4978,76459.4978,2.2389
BE,MN,6728.6077,13.5395,3.0445,2.2388,37409.7056,37409.7056,2.2388
IT,AZ,2923.5626,18.0527,3.2189,-2.2379,26650.3318,26650.3318,2.2379
MY,LS,8682.6161,13.7231,3.912,2.2366,8504.434,8504.434,2.2366
NZ,PE,10978.6567,14.0283,5.3706,2.2362,33380.9734,33380.9734,2.2362
EE,MZ,8645.1356,13.1379,1.0986,2.2338,17192.618,17192.618,2.2338
SK,HN,9868.348,13.1382,1.0986,2.2334,14134.8301,14134.8301,2.2334
AU,SN,16494.5336,14.1279,5.826,2.2318,48969.7458,48969.7458,2.2318
LA,PE,18799.258,13.3173,1.9459,2.2314,-3692.4972,3692.4972,2.2314
IR,ML,5970.8403,17.5173,0.69315,-2.2304,4177.0729,4177.0729,2.2304
HR,HN,9685.091,12.9121,0,2.23,9729.5089,9729.5089,2.23
SE,EC,10561.784,14.1902,6.1137,2.2296,45630.8847,45630.8847,2.2296
AF,UG,5162.455,17.8036,2.0794,-2.2269,-53.5301,53.5301,2.2269
US,PE,5580.3353,19.6137,10.7419,-2.2266,51421.137,51421.137,2.2266
PT,US,7317.4959,17.9476,2.7726,-2.226,-37653.4789,37653.4789,2.226
FI,PE,11470.9242,14.0984,5.6525,2.225,37044.5974,37044.5974,2.225
SM,NG,3893.5255,12.9175,0,2.2246,44269.0148,44269.0148,2.2246
ES,ID,12368.9431,18.1883,3.9318,-2.2245,22958.1969,22958.1969,2.2245
VN,MZ,8758.3332,17.3663,0,-2.2242,1803.621,1803.621,2.2242
AT,NG,4309.4645,18.2883,4.4308,-2.2202,41998.5301,41998.5301,2.2202
CA,MN,8222.5282,14.3009,6.5985,2.2202,38471.4763,38471.4763,2.2202
FI,CL,13818.1095,13.1528,1.0986,2.2189,29297.3215,29297.3215,2.2189
KW,PE,13646.6669,13.4465,2.4849,2.2149,22929.7499,22929.7499,2.2149
LV,PE,11446.0925,13.072,0.69315,2.2149,8072.4138,8072.4138,2.2149
ES,CM,4012.2038,18.0295,3.2189,-2.2147,25495.8431,25495.8431,2.2147
TR,SN,5546.6898,17.5001,0.69315,-2.2132,9829.5356,9829.5356,2.2132
